nombre;fecha;puesto;pais;duracion;tiros1;tiros2;tiros3;puntos1;puntos2;puntos3
Sue Bird;01/01/2002;BASE;FILIPINAS;29;0;10;1;0;8;0
Sue Bird;14/03/2002;BASE;FILIPINAS;32;3;9;0;2;8;0
Sue Bird;18/03/2002;BASE;FILIPINAS;27;1;12;4;1;8;3
Sue Bird;21/03/2002;BASE;FILIPINAS;32;11;12;6;8;10;12
Sue Bird;26/03/2002;BASE;FILIPINAS;5;0;3;1;0;0;0
Sue Bird;28/03/2002;BASE;FILIPINAS;24;0;10;6;0;6;6
Allie Quigley;31/05/2001;PIVOT;PUERTO RICO;14;0;5;2;0;2;0
Allie Quigley;01/06/2001;PIVOT;PUERTO RICO;27;2;8;3;2;8;6
Allie Quigley;05/06/2001;PIVOT;PUERTO RICO;24;0;9;3;0;8;3
Allie Quigley;08/06/2001;PIVOT;PUERTO RICO;20;0;11;5;0;10;9
Allie Quigley;10/06/2001;PIVOT;PUERTO RICO;15;2;13;5;2;10;9
Allie Quigley;14/06/2001;PIVOT;PUERTO RICO;20;3;10;4;3;10;6
Allie Quigley;29/08/2001;PIVOT;PUERTO RICO;28;2;9;4;2;4;0
Allie Quigley;30/08/2001;PIVOT;PUERTO RICO;21;2;9;3;2;8;3
Allie Quigley;02/09/2001;PIVOT;PUERTO RICO;30;0;14;3;0;8;0
Allie Quigley;05/09/2001;PIVOT;PUERTO RICO;31;4;10;5;2;14;6
Allie Quigley;10/09/2001;PIVOT;PUERTO RICO;19;0;7;3;0;2;0
Allie Quigley;12/09/2001;PIVOT;PUERTO RICO;16;0;5;1;0;4;0
Allie Quigley;14/09/2001;PIVOT;PUERTO RICO;33;1;7;5;1;8;9
Allie Quigley;17/09/2001;PIVOT;PUERTO RICO;18;0;5;3;0;4;3
Allie Quigley;19/09/2001;PIVOT;PUERTO RICO;18;4;7;2;4;6;3
Allie Quigley;02/12/2001;PIVOT;PUERTO RICO;25;0;11;5;0;10;3
Allie Quigley;03/12/2001;PIVOT;PUERTO RICO;30;2;11;5;2;12;6
Allie Quigley;06/12/2001;PIVOT;PUERTO RICO;23;0;7;3;0;2;0
Allie Quigley;10/12/2001;PIVOT;PUERTO RICO;16;0;3;1;0;2;0
Allie Quigley;12/12/2001;PIVOT;PUERTO RICO;24;2;5;0;2;6;0
Allie Quigley;14/12/2001;PIVOT;PUERTO RICO;33;4;22;3;2;24;3
Allie Quigley;18/12/2001;PIVOT;PUERTO RICO;33;4;11;4;4;10;9
Allie Quigley;23/12/2001;PIVOT;PUERTO RICO;25;4;9;6;4;4;3
Allie Quigley;26/12/2001;PIVOT;PUERTO RICO;32;8;9;3;7;6;0
Allie Quigley;28/12/2001;PIVOT;PUERTO RICO;26;2;14;6;2;10;6
Allie Quigley;30/12/2001;PIVOT;PUERTO RICO;23;0;9;2;0;0;0
Allie Quigley;01/01/2002;PIVOT;PUERTO RICO;29;0;10;2;0;14;6
Allie Quigley;14/03/2002;PIVOT;PUERTO RICO;24;0;8;1;0;4;0
Allie Quigley;16/03/2002;PIVOT;PUERTO RICO;25;2;10;2;2;14;3
Allie Quigley;18/03/2002;PIVOT;PUERTO RICO;29;0;14;4;0;18;6
Allie Quigley;21/03/2002;PIVOT;PUERTO RICO;29;7;6;2;5;10;6
Allie Quigley;24/03/2002;PIVOT;PUERTO RICO;28;0;12;2;0;10;3
Allie Quigley;27/03/2002;PIVOT;PUERTO RICO;25;2;12;3;2;12;9
Allie Quigley;28/03/2002;PIVOT;PUERTO RICO;31;1;12;1;1;14;3
Dewanna Bonner;01/06/2001;PIVOT;MALTAIA;27;0;8;3;0;10;3
Dewanna Bonner;02/06/2001;PIVOT;MALTAIA;35;6;11;5;5;8;9
Dewanna Bonner;07/06/2001;PIVOT;MALTAIA;28;0;9;1;0;14;3
Dewanna Bonner;14/06/2001;PIVOT;MALTAIA;23;2;3;0;2;4;0
Dewanna Bonner;26/08/2001;PIVOT;MALTAIA;30;2;9;4;2;6;0
Dewanna Bonner;29/08/2001;PIVOT;MALTAIA;27;2;5;1;1;4;0
Dewanna Bonner;30/08/2001;PIVOT;MALTAIA;34;2;13;6;0;8;3
Dewanna Bonner;02/09/2001;PIVOT;MALTAIA;35;4;10;2;4;10;0
Dewanna Bonner;04/09/2001;PIVOT;MALTAIA;33;6;7;2;5;6;0
Dewanna Bonner;07/09/2001;PIVOT;MALTAIA;27;1;11;3;1;10;3
Dewanna Bonner;10/09/2001;PIVOT;MALTAIA;37;2;10;2;2;12;3
Dewanna Bonner;12/09/2001;PIVOT;MALTAIA;32;2;4;1;1;6;0
Dewanna Bonner;19/09/2001;PIVOT;MALTAIA;30;10;6;2;9;4;3
Dewanna Bonner;21/09/2001;PIVOT;MALTAIA;32;4;7;1;4;10;0
Dewanna Bonner;03/12/2001;PIVOT;MALTAIA;28;2;6;2;2;4;3
Dewanna Bonner;07/12/2001;PIVOT;MALTAIA;35;2;10;3;0;10;3
Dewanna Bonner;10/12/2001;PIVOT;MALTAIA;21;2;6;1;2;6;0
Dewanna Bonner;12/12/2001;PIVOT;MALTAIA;28;4;11;2;2;10;3
Dewanna Bonner;14/12/2001;PIVOT;MALTAIA;20;0;5;1;0;4;0
Dewanna Bonner;16/12/2001;PIVOT;MALTAIA;26;2;7;2;2;8;3
Dewanna Bonner;18/12/2001;PIVOT;MALTAIA;19;0;6;1;0;4;0
Dewanna Bonner;23/12/2001;PIVOT;MALTAIA;29;5;11;1;4;6;0
Dewanna Bonner;25/12/2001;PIVOT;MALTAIA;35;6;9;4;6;14;6
Dewanna Bonner;27/12/2001;PIVOT;MALTAIA;26;4;6;2;4;4;0
Dewanna Bonner;30/12/2001;PIVOT;MALTAIA;26;0;9;3;0;10;6
Dewanna Bonner;01/01/2002;PIVOT;MALTAIA;37;2;11;5;1;8;6
Dewanna Bonner;13/03/2002;PIVOT;MALTAIA;34;7;11;3;4;10;0
Dewanna Bonner;16/03/2002;PIVOT;MALTAIA;25;1;8;3;1;6;0
Dewanna Bonner;18/03/2002;PIVOT;MALTAIA;36;3;13;5;2;10;3
Dewanna Bonner;20/03/2002;PIVOT;MALTAIA;35;4;14;6;2;12;6
Dewanna Bonner;23/03/2002;PIVOT;MALTAIA;27;0;4;1;0;4;0
Dewanna Bonner;24/03/2002;PIVOT;MALTAIA;26;4;13;5;3;6;0
Dewanna Bonner;27/03/2002;PIVOT;MALTAIA;24;0;5;2;0;6;3
Dewanna Bonner;28/03/2002;PIVOT;MALTAIA;29;0;3;1;0;4;3
Penny Taylor;01/06/2001;ALA;MALTAIA;15;2;3;1;1;2;0
Penny Taylor;02/06/2001;ALA;MALTAIA;10;2;1;0;2;0;0
Penny Taylor;07/06/2001;ALA;MALTAIA;16;0;4;2;0;4;3
Penny Taylor;14/06/2001;ALA;MALTAIA;18;2;5;2;2;6;3
Penny Taylor;26/08/2001;ALA;MALTAIA;13;2;3;1;1;2;3
Penny Taylor;29/08/2001;ALA;MALTAIA;24;6;9;1;5;8;0
Penny Taylor;30/08/2001;ALA;MALTAIA;35;6;10;5;5;6;3
Penny Taylor;02/09/2001;ALA;MALTAIA;18;1;7;2;1;4;6
Penny Taylor;04/09/2001;ALA;MALTAIA;22;0;6;1;0;4;0
Penny Taylor;07/09/2001;ALA;MALTAIA;23;1;3;1;0;6;3
Penny Taylor;10/09/2001;ALA;MALTAIA;23;0;6;4;0;2;0
Penny Taylor;12/09/2001;ALA;MALTAIA;30;7;9;3;5;12;6
Penny Taylor;19/09/2001;ALA;MALTAIA;29;7;11;1;4;16;0
Penny Taylor;21/09/2001;ALA;MALTAIA;26;10;6;2;10;6;3
Penny Taylor;03/12/2001;ALA;MALTAIA;22;6;8;5;6;6;6
Penny Taylor;07/12/2001;ALA;MALTAIA;29;8;7;2;7;8;6
Penny Taylor;10/12/2001;ALA;MALTAIA;18;1;8;2;1;12;3
Penny Taylor;12/12/2001;ALA;MALTAIA;26;0;9;3;0;8;6
Penny Taylor;14/12/2001;ALA;MALTAIA;22;0;10;4;0;10;0
Penny Taylor;16/12/2001;ALA;MALTAIA;24;4;7;2;4;8;0
Penny Taylor;18/12/2001;ALA;MALTAIA;25;3;12;5;2;18;9
Penny Taylor;23/12/2001;ALA;MALTAIA;22;2;5;4;2;4;3
Penny Taylor;25/12/2001;ALA;MALTAIA;23;2;10;1;2;10;0
Penny Taylor;27/12/2001;ALA;MALTAIA;24;2;6;3;2;6;6
Penny Taylor;30/12/2001;ALA;MALTAIA;22;0;4;2;0;4;3
Penny Taylor;01/01/2002;ALA;MALTAIA;27;9;11;4;7;8;3
Penny Taylor;13/03/2002;ALA;MALTAIA;27;2;6;2;1;4;0
Penny Taylor;16/03/2002;ALA;MALTAIA;31;4;8;3;4;8;3
Penny Taylor;18/03/2002;ALA;MALTAIA;33;7;12;4;6;10;0
Penny Taylor;20/03/2002;ALA;MALTAIA;26;4;7;1;4;8;3
Penny Taylor;23/03/2002;ALA;MALTAIA;28;1;12;6;1;8;6
Danielle Adams;31/05/2001;ALA;PAKISTÁN;24;3;14;5;2;14;6
Danielle Adams;01/06/2001;ALA;PAKISTÁN;18;2;8;5;1;2;3
Danielle Adams;07/06/2001;ALA;PAKISTÁN;19;1;6;2;1;6;0
Danielle Adams;09/06/2001;ALA;PAKISTÁN;18;0;6;1;0;4;0
Danielle Adams;12/06/2001;ALA;PAKISTÁN;19;2;6;4;2;6;6
Danielle Adams;14/06/2001;ALA;PAKISTÁN;20;2;10;5;1;8;6
Danielle Adams;24/08/2001;ALA;PAKISTÁN;15;6;5;1;5;4;0
Danielle Adams;28/08/2001;ALA;PAKISTÁN;22;1;13;3;1;12;3
Danielle Adams;30/08/2001;ALA;PAKISTÁN;18;0;7;3;0;6;6
Danielle Adams;05/09/2001;ALA;PAKISTÁN;25;3;13;5;3;14;3
Danielle Adams;06/09/2001;ALA;PAKISTÁN;14;3;10;1;3;6;0
Danielle Adams;11/09/2001;ALA;PAKISTÁN;24;2;7;3;2;6;6
Danielle Adams;14/09/2001;ALA;PAKISTÁN;21;1;15;2;1;12;0
Danielle Adams;16/09/2001;ALA;PAKISTÁN;20;6;12;6;5;6;3
Danielle Adams;18/09/2001;ALA;PAKISTÁN;23;3;12;3;2;6;3
Danielle Adams;21/09/2001;ALA;PAKISTÁN;22;0;10;4;0;8;6
Danielle Adams;02/12/2001;ALA;PAKISTÁN;18;0;8;3;0;2;3
Danielle Adams;04/12/2001;ALA;PAKISTÁN;20;0;9;4;0;10;3
Danielle Adams;06/12/2001;ALA;PAKISTÁN;24;9;5;1;7;6;0
Danielle Adams;10/12/2001;ALA;PAKISTÁN;22;2;12;9;2;10;12
Danielle Adams;12/12/2001;ALA;PAKISTÁN;22;0;9;2;0;6;0
Danielle Adams;14/12/2001;ALA;PAKISTÁN;22;2;5;1;0;6;0
Danielle Adams;18/12/2001;ALA;PAKISTÁN;28;2;11;6;1;12;12
Danielle Adams;23/12/2001;ALA;PAKISTÁN;25;5;11;5;4;10;3
Danielle Adams;26/12/2001;ALA;PAKISTÁN;17;0;6;2;0;6;3
Danielle Adams;27/12/2001;ALA;PAKISTÁN;21;6;7;2;5;4;0
Danielle Adams;30/12/2001;ALA;PAKISTÁN;17;2;13;5;2;10;6
Danielle Adams;12/03/2002;ALA;PAKISTÁN;22;0;15;9;0;12;9
Danielle Adams;14/03/2002;ALA;PAKISTÁN;23;3;8;2;3;10;3
Danielle Adams;18/03/2002;ALA;PAKISTÁN;25;2;15;6;1;8;3
Danielle Adams;19/03/2002;ALA;PAKISTÁN;17;5;9;5;3;6;0
Danielle Adams;21/03/2002;ALA;PAKISTÁN;6;0;5;3;0;4;0
Danielle Adams;26/03/2002;ALA;PAKISTÁN;24;4;12;5;4;12;9
Danielle Adams;28/03/2002;ALA;PAKISTÁN;24;2;18;4;2;16;0
Jessica Breland;31/05/2001;BASE;PUERTO RICO;34;6;8;0;5;8;0
Jessica Breland;01/06/2001;BASE;PUERTO RICO;31;2;12;1;1;12;0
Jessica Breland;05/06/2001;BASE;PUERTO RICO;30;0;10;0;0;14;0
Jessica Breland;08/06/2001;BASE;PUERTO RICO;27;4;8;0;1;4;0
Jessica Breland;10/06/2001;BASE;PUERTO RICO;35;5;12;0;4;12;0
Jessica Breland;14/06/2001;BASE;PUERTO RICO;27;4;11;0;2;16;0
Jessica Breland;29/08/2001;BASE;PUERTO RICO;20;2;8;0;2;4;0
Jessica Breland;30/08/2001;BASE;PUERTO RICO;19;2;7;0;2;8;0
Jessica Breland;10/09/2001;BASE;PUERTO RICO;31;2;21;0;2;20;0
Jessica Breland;12/09/2001;BASE;PUERTO RICO;33;1;16;1;0;16;0
Jessica Breland;14/09/2001;BASE;PUERTO RICO;35;2;16;0;2;24;0
Jessica Breland;17/09/2001;BASE;PUERTO RICO;30;0;8;0;0;8;0
Jessica Breland;19/09/2001;BASE;PUERTO RICO;20;0;7;0;0;4;0
Jessica Breland;02/12/2001;BASE;PUERTO RICO;29;2;8;0;2;8;0
Jessica Breland;03/12/2001;BASE;PUERTO RICO;19;0;9;0;0;6;0
Jessica Breland;06/12/2001;BASE;PUERTO RICO;34;4;16;0;2;18;0
Jessica Breland;10/12/2001;BASE;PUERTO RICO;24;0;11;0;0;10;0
Jessica Breland;12/12/2001;BASE;PUERTO RICO;26;2;3;0;1;2;0
Jessica Breland;14/12/2001;BASE;PUERTO RICO;37;0;12;0;0;4;0
Jessica Breland;18/12/2001;BASE;PUERTO RICO;26;4;7;0;4;4;0
Jessica Breland;23/12/2001;BASE;PUERTO RICO;34;2;9;0;2;6;0
Jessica Breland;26/12/2001;BASE;PUERTO RICO;30;4;10;0;3;12;0
Jessica Breland;28/12/2001;BASE;PUERTO RICO;35;0;12;0;0;12;0
Jessica Breland;30/12/2001;BASE;PUERTO RICO;26;0;4;0;0;6;0
Jessica Breland;01/01/2002;BASE;PUERTO RICO;22;0;7;0;0;4;0
Jessica Breland;14/03/2002;BASE;PUERTO RICO;23;6;6;0;6;2;0
Jessica Breland;16/03/2002;BASE;PUERTO RICO;20;0;6;0;0;2;0
Jessica Breland;18/03/2002;BASE;PUERTO RICO;26;0;10;1;0;12;0
Jessica Breland;21/03/2002;BASE;PUERTO RICO;22;0;6;0;0;4;0
Jessica Breland;24/03/2002;BASE;PUERTO RICO;13;0;3;0;0;2;0
Jessica Breland;27/03/2002;BASE;PUERTO RICO;26;0;7;0;0;4;0
Jessica Breland;28/03/2002;BASE;PUERTO RICO;6;0;3;0;0;2;0
Erlana Larkins;31/05/2001;PIVOT;MALTA;23;0;5;0;0;8;0
Erlana Larkins;01/06/2001;PIVOT;MALTA;39;4;11;0;1;16;0
Erlana Larkins;07/06/2001;PIVOT;MALTA;25;4;6;0;3;4;0
Erlana Larkins;09/06/2001;PIVOT;MALTA;42;5;8;0;3;10;0
Erlana Larkins;13/06/2001;PIVOT;MALTA;32;8;6;0;6;8;0
Erlana Larkins;15/06/2001;PIVOT;MALTA;29;2;7;0;1;8;0
Erlana Larkins;29/08/2001;PIVOT;MALTA;33;5;8;0;3;10;0
Erlana Larkins;30/08/2001;PIVOT;MALTA;34;2;4;0;1;8;0
Erlana Larkins;03/09/2001;PIVOT;MALTA;38;8;8;0;7;10;0
Erlana Larkins;09/09/2001;PIVOT;MALTA;31;0;8;0;0;10;0
Erlana Larkins;12/09/2001;PIVOT;MALTA;34;2;8;0;1;12;0
Erlana Larkins;14/09/2001;PIVOT;MALTA;37;0;7;0;0;8;0
Erlana Larkins;17/09/2001;PIVOT;MALTA;38;10;5;0;8;4;0
Erlana Larkins;19/09/2001;PIVOT;MALTA;34;2;8;0;2;10;0
Erlana Larkins;21/09/2001;PIVOT;MALTA;31;2;2;0;2;4;0
Erlana Larkins;02/12/2001;PIVOT;MALTA;34;2;8;0;2;4;0
Erlana Larkins;03/12/2001;PIVOT;MALTA;32;9;8;0;6;10;0
Erlana Larkins;06/12/2001;PIVOT;MALTA;29;4;5;0;3;6;0
Erlana Larkins;09/12/2001;PIVOT;MALTA;29;2;2;0;2;2;0
Erlana Larkins;11/12/2001;PIVOT;MALTA;32;2;7;0;2;10;0
Erlana Larkins;13/12/2001;PIVOT;MALTA;36;6;8;0;4;6;0
Erlana Larkins;16/12/2001;PIVOT;MALTA;29;2;7;0;2;6;0
Erlana Larkins;18/12/2001;PIVOT;MALTA;28;0;5;0;0;8;0
Erlana Larkins;23/12/2001;PIVOT;MALTA;26;2;1;0;1;0;0
Erlana Larkins;27/12/2001;PIVOT;MALTA;27;3;5;0;2;6;0
Erlana Larkins;29/12/2001;PIVOT;MALTA;33;2;7;0;2;8;0
Erlana Larkins;01/01/2002;PIVOT;MALTA;29;0;7;0;0;10;0
Erlana Larkins;13/03/2002;PIVOT;MALTA;25;0;3;0;0;4;0
Erlana Larkins;16/03/2002;PIVOT;MALTA;30;4;9;0;3;10;0
Erlana Larkins;19/03/2002;PIVOT;MALTA;27;2;9;0;1;10;0
Erlana Larkins;21/03/2002;PIVOT;MALTA;32;0;8;0;0;14;0
Erlana Larkins;25/03/2002;PIVOT;MALTA;30;2;14;2;1;14;0
Erlana Larkins;27/03/2002;PIVOT;MALTA;33;0;3;0;0;2;0
Emma Meesseman;31/05/2001;PIVOT;NIGERIA;29;0;10;0;0;8;0
Emma Meesseman;07/06/2001;PIVOT;NIGERIA;24;2;4;0;2;6;0
Emma Meesseman;08/06/2001;PIVOT;NIGERIA;29;0;9;0;0;12;0
Emma Meesseman;14/06/2001;PIVOT;NIGERIA;25;3;8;0;3;6;0
Emma Meesseman;24/08/2001;PIVOT;NIGERIA;38;0;9;0;0;8;0
Emma Meesseman;28/08/2001;PIVOT;NIGERIA;21;2;5;0;1;4;0
Emma Meesseman;29/08/2001;PIVOT;NIGERIA;13;0;2;0;0;0;0
Emma Meesseman;31/08/2001;PIVOT;NIGERIA;27;2;4;0;2;0;0
Emma Meesseman;02/09/2001;PIVOT;NIGERIA;26;0;10;0;0;14;0
Emma Meesseman;05/09/2001;PIVOT;NIGERIA;31;2;11;0;2;14;0
Emma Meesseman;07/09/2001;PIVOT;NIGERIA;22;0;6;0;0;6;0
Emma Meesseman;10/09/2001;PIVOT;NIGERIA;32;3;13;0;3;12;0
Emma Meesseman;12/09/2001;PIVOT;NIGERIA;29;0;11;0;0;8;0
Emma Meesseman;14/09/2001;PIVOT;NIGERIA;20;0;4;0;0;0;0
Emma Meesseman;16/09/2001;PIVOT;NIGERIA;28;0;8;0;0;10;0
Emma Meesseman;19/09/2001;PIVOT;NIGERIA;31;0;14;0;0;22;0
Emma Meesseman;21/09/2001;PIVOT;NIGERIA;27;0;14;1;0;10;0
Emma Meesseman;03/12/2001;PIVOT;NIGERIA;28;6;6;0;5;8;0
Emma Meesseman;06/12/2001;PIVOT;NIGERIA;27;2;11;0;2;16;0
Emma Meesseman;10/12/2001;PIVOT;NIGERIA;31;2;10;0;2;10;0
Emma Meesseman;13/12/2001;PIVOT;NIGERIA;23;3;12;0;3;12;0
Emma Meesseman;16/12/2001;PIVOT;NIGERIA;26;0;7;0;0;10;0
Emma Meesseman;18/12/2001;PIVOT;NIGERIA;29;2;7;0;1;4;0
Emma Meesseman;24/12/2001;PIVOT;NIGERIA;29;4;5;0;4;6;0
Emma Meesseman;26/12/2001;PIVOT;NIGERIA;29;0;6;0;0;8;0
Emma Meesseman;28/12/2001;PIVOT;NIGERIA;30;5;6;0;5;4;0
Emma Meesseman;30/12/2001;PIVOT;NIGERIA;24;2;8;0;1;8;0
Emma Meesseman;14/03/2002;PIVOT;NIGERIA;31;1;14;0;1;16;0
Emma Meesseman;16/03/2002;PIVOT;NIGERIA;19;4;5;0;4;6;0
Emma Meesseman;19/03/2002;PIVOT;NIGERIA;27;2;5;0;1;6;0
Emma Meesseman;21/03/2002;PIVOT;NIGERIA;42;4;11;0;4;12;0
Emma Meesseman;24/03/2002;PIVOT;NIGERIA;28;0;9;1;0;6;0
Emma Meesseman;26/03/2002;PIVOT;NIGERIA;29;4;9;0;4;12;0
Emma Meesseman;27/03/2002;PIVOT;NIGERIA;26;0;8;0;0;8;0
Briann January;31/05/2001;ALA;MALTA;25;0;11;2;0;8;3
Briann January;01/06/2001;ALA;MALTA;37;2;14;5;2;14;12
Briann January;07/06/2001;ALA;MALTA;26;4;8;1;3;6;3
Briann January;09/06/2001;ALA;MALTA;40;7;14;6;4;10;6
Briann January;13/06/2001;ALA;MALTA;29;10;6;3;9;8;9
Briann January;15/06/2001;ALA;MALTA;36;2;12;4;2;14;12
Briann January;30/08/2001;ALA;MALTA;28;2;7;3;2;2;0
Briann January;03/09/2001;ALA;MALTA;28;4;7;2;4;4;0
Briann January;09/09/2001;ALA;MALTA;27;1;7;4;1;0;0
Briann January;12/09/2001;ALA;MALTA;26;0;9;1;0;8;0
Briann January;14/09/2001;ALA;MALTA;32;3;17;4;3;12;3
Briann January;17/09/2001;ALA;MALTA;35;4;9;4;4;6;3
Briann January;19/09/2001;ALA;MALTA;30;4;10;3;4;4;3
Briann January;21/09/2001;ALA;MALTA;27;0;9;5;0;6;9
Briann January;02/12/2001;ALA;MALTA;32;4;8;1;4;4;0
Briann January;03/12/2001;ALA;MALTA;20;2;4;1;2;2;0
Briann January;06/12/2001;ALA;MALTA;35;2;8;5;2;8;6
Briann January;09/12/2001;ALA;MALTA;33;2;10;3;1;8;3
Briann January;11/12/2001;ALA;MALTA;30;4;8;3;4;8;3
Briann January;13/12/2001;ALA;MALTA;23;4;6;1;4;8;3
Briann January;18/12/2001;ALA;MALTA;27;0;8;0;0;14;0
Briann January;23/12/2001;ALA;MALTA;26;2;11;4;1;4;3
Briann January;27/12/2001;ALA;MALTA;23;0;6;1;0;0;0
Briann January;29/12/2001;ALA;MALTA;32;3;13;8;1;10;3
Briann January;01/01/2002;ALA;MALTA;29;4;11;1;4;8;0
Briann January;13/03/2002;ALA;MALTA;29;0;12;6;0;8;9
Briann January;16/03/2002;ALA;MALTA;27;0;7;3;0;6;3
Briann January;19/03/2002;ALA;MALTA;19;0;7;1;0;4;0
Briann January;21/03/2002;ALA;MALTA;29;3;2;1;3;0;0
Briann January;25/03/2002;ALA;MALTA;29;0;10;4;0;14;6
Briann January;27/03/2002;ALA;MALTA;34;2;11;4;2;10;6
Monique Currie;31/05/2001;ALA;NIGERIA;13;2;5;1;2;2;0
Monique Currie;07/06/2001;ALA;NIGERIA;20;2;7;2;2;2;0
Monique Currie;08/06/2001;ALA;NIGERIA;22;2;6;2;2;4;0
Monique Currie;14/06/2001;ALA;NIGERIA;14;0;4;1;0;4;0
Monique Currie;24/08/2001;ALA;NIGERIA;22;4;9;4;4;6;6
Monique Currie;28/08/2001;ALA;NIGERIA;23;6;7;1;4;8;0
Monique Currie;29/08/2001;ALA;NIGERIA;13;0;0;0;0;0;0
Monique Currie;31/08/2001;ALA;NIGERIA;19;6;8;4;5;2;0
Monique Currie;02/09/2001;ALA;NIGERIA;17;0;8;3;0;8;3
Monique Currie;05/09/2001;ALA;NIGERIA;22;4;4;1;4;2;0
Monique Currie;07/09/2001;ALA;NIGERIA;23;3;10;3;1;10;0
Monique Currie;10/09/2001;ALA;NIGERIA;20;1;9;3;0;4;3
Monique Currie;12/09/2001;ALA;NIGERIA;18;8;4;1;5;4;0
Monique Currie;14/09/2001;ALA;NIGERIA;30;4;10;4;3;12;3
Monique Currie;16/09/2001;ALA;NIGERIA;17;2;6;1;2;4;3
Monique Currie;19/09/2001;ALA;NIGERIA;22;3;5;2;1;4;0
Monique Currie;21/09/2001;ALA;NIGERIA;29;4;14;3;4;14;0
Monique Currie;03/12/2001;ALA;NIGERIA;28;5;12;5;5;12;3
Monique Currie;06/12/2001;ALA;NIGERIA;22;4;8;1;3;2;0
Monique Currie;10/12/2001;ALA;NIGERIA;28;3;8;4;3;4;3
Monique Currie;13/12/2001;ALA;NIGERIA;23;4;7;2;4;6;3
Monique Currie;16/12/2001;ALA;NIGERIA;33;6;12;2;5;14;0
Monique Currie;18/12/2001;ALA;NIGERIA;28;4;9;1;3;12;3
Monique Currie;24/12/2001;ALA;NIGERIA;29;5;11;4;3;12;6
Monique Currie;26/12/2001;ALA;NIGERIA;31;18;3;2;16;0;0
Monique Currie;28/12/2001;ALA;NIGERIA;25;8;7;2;5;6;3
Monique Currie;30/12/2001;ALA;NIGERIA;33;6;10;4;3;8;3
Monique Currie;14/03/2002;ALA;NIGERIA;19;1;6;2;0;4;0
Monique Currie;16/03/2002;ALA;NIGERIA;20;3;5;3;3;4;0
Monique Currie;19/03/2002;ALA;NIGERIA;24;2;5;3;1;6;3
Monique Currie;21/03/2002;ALA;NIGERIA;38;7;11;3;6;10;6
Monique Currie;24/03/2002;ALA;NIGERIA;30;5;13;4;4;12;6
Monique Currie;26/03/2002;ALA;NIGERIA;29;8;10;3;8;2;0
Monique Currie;27/03/2002;ALA;NIGERIA;19;0;9;2;0;2;0
Alyssa Thomas;31/05/2001;BASE;GRAN BRETAÑA;24;2;5;0;1;6;0
Alyssa Thomas;02/06/2001;BASE;GRAN BRETAÑA;35;2;13;1;1;8;0
Alyssa Thomas;05/06/2001;BASE;GRAN BRETAÑA;20;3;5;0;2;6;0
Alyssa Thomas;07/06/2001;BASE;GRAN BRETAÑA;25;4;7;0;4;6;0
Alyssa Thomas;13/06/2001;BASE;GRAN BRETAÑA;24;0;8;0;0;8;0
Alyssa Thomas;14/06/2001;BASE;GRAN BRETAÑA;22;5;10;0;3;10;0
Alyssa Thomas;24/08/2001;BASE;GRAN BRETAÑA;18;1;6;0;1;6;0
Alyssa Thomas;28/08/2001;BASE;GRAN BRETAÑA;15;4;6;1;3;2;0
Alyssa Thomas;30/08/2001;BASE;GRAN BRETAÑA;21;5;8;0;3;8;0
Alyssa Thomas;04/09/2001;BASE;GRAN BRETAÑA;24;4;8;0;4;2;0
Alyssa Thomas;05/09/2001;BASE;GRAN BRETAÑA;26;4;3;0;3;0;0
Alyssa Thomas;07/09/2001;BASE;GRAN BRETAÑA;33;4;11;0;3;10;0
Alyssa Thomas;09/09/2001;BASE;GRAN BRETAÑA;24;6;9;0;4;6;0
Alyssa Thomas;17/09/2001;BASE;GRAN BRETAÑA;31;10;11;0;9;14;0
Alyssa Thomas;19/09/2001;BASE;GRAN BRETAÑA;30;0;10;1;0;6;0
Alyssa Thomas;21/09/2001;BASE;GRAN BRETAÑA;35;2;7;0;1;4;0
Alyssa Thomas;02/12/2001;BASE;GRAN BRETAÑA;26;0;5;0;0;6;0
Alyssa Thomas;04/12/2001;BASE;GRAN BRETAÑA;32;12;10;0;8;16;0
Alyssa Thomas;06/12/2001;BASE;GRAN BRETAÑA;35;3;4;0;2;6;0
Alyssa Thomas;09/12/2001;BASE;GRAN BRETAÑA;22;0;7;0;0;0;0
Alyssa Thomas;11/12/2001;BASE;GRAN BRETAÑA;20;0;7;0;0;6;0
Alyssa Thomas;14/12/2001;BASE;GRAN BRETAÑA;29;0;13;0;0;10;0
Alyssa Thomas;16/12/2001;BASE;GRAN BRETAÑA;27;2;9;0;2;6;0
Alyssa Thomas;18/12/2001;BASE;GRAN BRETAÑA;23;2;6;0;2;6;0
Alyssa Thomas;24/12/2001;BASE;GRAN BRETAÑA;30;6;8;0;5;4;0
Alyssa Thomas;28/12/2001;BASE;GRAN BRETAÑA;30;3;8;0;2;6;0
Alyssa Thomas;30/12/2001;BASE;GRAN BRETAÑA;28;4;9;0;3;14;0
Alyssa Thomas;12/03/2002;BASE;GRAN BRETAÑA;29;2;11;1;1;16;3
Alyssa Thomas;14/03/2002;BASE;GRAN BRETAÑA;32;6;11;1;5;6;0
Alyssa Thomas;16/03/2002;BASE;GRAN BRETAÑA;32;6;11;0;5;10;0
Alyssa Thomas;19/03/2002;BASE;GRAN BRETAÑA;28;3;12;0;3;6;0
